Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
86809,423618,434131,1,1,08-Jan-09,1710,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,7,Car,53.80272737,-1.641350439
87909,418803,442401,1,1,02-Feb-09,1720,6,Snow,Darkness: street lights present and lit,Snowing without high winds,Passenger,Slight,Male,4,Car,53.8772614,-1.713960987
88309,438496,430405,2,1,01-Feb-09,1250,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Car,53.76834764,-1.415897371
88709,436169,427632,2,1,03-Feb-09,1800,3,Snow,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Car,53.74358889,-1.451528102
88809,440497,434871,1,1,02-Feb-09,935,6,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,47,Car,53.80833857,-1.384951039
88909,428678,435628,2,1,28-Jan-09,1720,3,Wet / Damp,Darkness: street lights present and lit,Fog or mist ,Driver or rider,Slight,Male,25,Bicycle,53.81592913,-1.564374888
89009,435099,434709,2,1,02-Feb-09,1540,3,Snow,Daylight: street lights present,Snowing with high winds,Driver or rider,Slight,Male,49,Car,53.80727477,-1.466947532
89109,426281,435577,2,1,30-Jan-09,1435,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,Car,53.8155974,-1.600789183
89209,443610,435910,6,1,02-Feb-09,922,1,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,22,Car,53.81742577,-1.337528398
89309,433725,434028,2,4,03-Feb-09,830,3,Snow,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,40,Bus or Coach,53.80124442,-1.487888287
89709,432172,427284,1,4,31-Jan-09,344,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,27,Car,53.74072281,-1.512172844
90309,432117,434677,2,1,04-Feb-09,1641,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,21,Car,53.80717984,-1.512236949
90809,435926,435424,1,1,28-Jan-09,805,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car,53.81364513,-1.454304944
93909,430889,434252,3,2,28-Jan-09,1209,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car,53.80343403,-1.53092861
94109,434031,428101,2,1,05-Feb-09,953,6,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,66,Car,53.74794856,-1.483895888
94609,426645,433497,2,2,06-Feb-09,1930,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,23,Car,53.79688222,-1.595440179
94709,428502,434530,3,1,24-Jan-09,1300,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,Car,53.80606918,-1.567149975
94809,429157,431575,1,1,04-Feb-09,800,6,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Female,44,Car,53.77947111,-1.557482701
94909,422927,433213,2,1,06-Feb-09,755,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,Motorcycle,53.79450652,-1.651911697
95009,427122,437370,2,2,26-Jan-09,1510,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car,53.83167102,-1.587856532
95109,427504,425505,2,2,05-Feb-09,1925,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,58,Car,53.72499879,-1.58311019
95409,421853,436450,1,1,06-Feb-09,1235,6,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,94,Car,53.82364963,-1.667987517
95809,420964,439969,1,1,31-Jan-09,1455,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Car,53.85531788,-1.681253719
97409,425619,432950,1,1,09-Feb-09,800,6,Frost / Ice,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,35,Car,53.79201688,-1.611063363
98109,424140,434003,1,1,09-Feb-09,550,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,34,Car,53.80155283,-1.633433854
98509,424083,434043,1,1,09-Feb-09,510,3,Frost / Ice,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,43,Car,53.80191503,-1.634296252
98809,435698,434586,1,1,05-Feb-09,1015,6,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,26,Car,53.8061284,-1.45786516
99009,440349,433609,2,1,09-Feb-09,725,6,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.7970066,-1.38736403
99509,442236,431749,1,2,06-Feb-09,2245,3,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,25,Car,53.78013829,-1.358969767
100009,435345,434799,1,1,07-Feb-09,513,6,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,Car,53.80806708,-1.463201348
100809,432521,434724,2,1,06-Feb-09,1710,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,36,Motorcycle,53.8075772,-1.506096658
101209,434457,433704,2,1,07-Feb-09,1945,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,64,Car,53.79828412,-1.476809677
101609,428301,434811,1,1,08-Feb-09,335,6,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,25,Taxi,53.80860599,-1.570176562
101709,442496,434219,2,2,03-Feb-09,915,3,Snow,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,29,Car,53.8023186,-1.354683262
101909,432772,429619,1,1,03-Feb-09,1620,6,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,40,Motorcycle,53.76167416,-1.502827598
102109,433192,437362,1,1,05-Feb-09,900,6,Snow,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car,53.83124682,-1.4956218
102909,437021,429229,3,1,06-Feb-09,1705,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,43,Car,53.75788395,-1.438417509
103309,429860,431850,1,3,07-Feb-09,1603,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or Coach,53.78190317,-1.546786963
103709,429915,434256,2,1,07-Feb-09,1203,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,53,Car,53.80352691,-1.545718582
104209,430704,432541,2,1,08-Feb-09,1829,3,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Slight,Male,63,Car,53.78806528,-1.533908415
105309,420896,434453,2,1,31-Jan-09,1400,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,44,Car,53.80573826,-1.682662589
105409,436330,425921,6,1,05-Feb-09,927,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,Car,53.72819804,-1.449287873
105809,430346,435461,2,1,05-Feb-09,935,6,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,29,Car,53.81433334,-1.539054952
106409,436940,425890,3,1,19-Jan-09,1328,1,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car,53.72787654,-1.440045309
106609,428747,430849,2,1,04-Feb-09,1240,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,47,Car,53.77296805,-1.563772768
106709,415911,442016,2,2,09-Feb-09,1315,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,43,Goods Vehicle,53.87389748,-1.757974798
107409,427572,427479,1,1,09-Feb-09,840,6,Frost / Ice,Daylight: street lights present,Other,Driver or rider,Slight,Female,25,Car,53.74273923,-1.581903477
108209,430760,435209,2,1,08-Feb-09,1225,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56,Car,53.81204386,-1.532791858
108509,430376,434971,2,1,01-Feb-09,1300,6,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,48,Car,53.80992712,-1.538647648
111609,434065,435141,1,6,06-Feb-09,1425,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Bus or Coach,53.81122661,-1.482602476
112209,426467,435765,1,1,19-Jan-09,1730,6,Dry,Darkness: street lighting unknown,Unknown,Pedestrian,Slight,Female,27,Goods Vehicle,53.81727786,-1.597947728
112409,426127,442567,2,1,11-Feb-09,20,3,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,32,Car,53.87843634,-1.60253366
113309,430385,433607,1,1,04-Feb-09,1530,6,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,24,Taxi,53.79766599,-1.538645576
113409,429369,431381,4,2,09-Feb-09,900,6,Snow,Daylight: street lights present,Other,Driver or rider,Slight,Male,29,Car,53.77771537,-1.554283751
114109,430080,435417,2,2,11-Feb-09,1635,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,17,Car,53.81395329,-1.543099558
115209,432418,434860,1,1,10-Feb-09,1145,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Bus or Coach,53.80880609,-1.507646553
115909,427619,436158,2,2,30-Jan-09,1545,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,Car,53.8207505,-1.580413259
116109,427111,436977,2,1,10-Feb-09,1515,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,42,Bicycle,53.82813903,-1.588058344
117309,433035,437106,2,4,11-Feb-09,740,6,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,63,Car,53.82895574,-1.498034948
117909,428942,438173,2,1,10-Feb-09,1538,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,Car,53.83879076,-1.560125216
118309,438410,436423,2,1,12-Feb-09,1545,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,52,Car,53.82244709,-1.416451774
118409,432419,432576,2,1,11-Feb-09,1550,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,17,Bicycle,53.78827588,-1.507871791
118609,443438,438580,2,1,11-Feb-09,1455,2,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,51,Car,53.84143912,-1.33976374
119409,431481,433964,1,1,10-Feb-09,845,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,35,Car,53.80080979,-1.521968457
119509,423421,437622,2,1,12-Feb-09,2150,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,24,Motorcycle,53.83411621,-1.644076101
119909,432447,435813,2,1,12-Feb-09,1645,3,Wet / Damp,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,7,Car,53.81737047,-1.507105637
120609,433745,429684,3,2,10-Feb-09,1640,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,42,Car,53.7621963,-1.488060092
120809,430560,431438,2,1,11-Feb-09,1707,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car,53.77815918,-1.536203627
122109,428977,433687,2,1,10-Feb-09,1430,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,Car,53.79846542,-1.560015881
122509,421151,435389,2,2,09-Feb-09,1730,3,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Slight,Female,40,Car,53.81414152,-1.678725767
123209,420883,434554,2,1,08-Feb-09,1512,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,34,Car,53.80664665,-1.682853158
124109,423193,434657,3,1,06-Feb-09,1755,6,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,62,Car,53.80747462,-1.647764484
124309,440982,447940,2,1,12-Feb-09,920,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.92576968,-1.375839284
124509,424023,427975,1,1,11-Feb-09,540,1,Frost / Ice,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Slight,Male,22,Car,53.74737336,-1.635679982
124709,430433,433982,2,1,23-Jan-09,25,2,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,38,Motorcycle,53.80103395,-1.53787973
124809,429581,439231,2,1,13-Feb-09,1900,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,70,Car,53.84826477,-1.550311808
125009,430066,423936,2,1,11-Feb-09,515,1,Frost / Ice,Darkness: street lights present and lit,Other,Passenger,Slight,Male,24,Car,53.7107539,-1.544430592
125409,423665,428023,2,1,11-Feb-09,509,1,Frost / Ice,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,44,Car,53.74782121,-1.641105424
125809,429201,434161,4,3,07-Feb-09,645,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,52,Car,53.80271356,-1.556569849
127209,427345,433631,2,2,13-Feb-09,1520,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,22,Car,53.7980504,-1.584800254
127409,429321,428159,1,1,15-Feb-09,1710,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car,53.74875618,-1.555318296
127509,419901,441071,2,1,13-Feb-09,1751,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,17,Motorcycle,53.86526537,-1.697344328
129709,418157,441506,2,1,09-Feb-09,910,6,Snow,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Female,50,Car,53.86923945,-1.723841082
130009,427836,436294,1,1,13-Feb-09,1140,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,67,Bus or Coach,53.8219614,-1.577104393
131009,433474,434030,1,1,17-Feb-09,1425,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,3,Bus or Coach,53.80127861,-1.491699321
131809,428012,435146,2,1,17-Feb-09,2030,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,27,Motorcycle,53.81163287,-1.574535144
132009,431582,426813,2,1,11-Feb-09,2042,3,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver or rider,Slight,Male,18,Motorcycle,53.73652517,-1.521166849
132209,441096,442778,1,1,11-Feb-09,2150,6,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,36,Car,53.87936294,-1.374796317
132909,427737,436465,1,1,16-Feb-09,1350,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Bus or Coach,53.82350376,-1.578592973
133009,429971,430873,2,1,11-Feb-09,1840,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Female,25,Car,53.77311477,-1.545197229
133409,441886,445679,1,1,16-Feb-09,1650,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,68,Bus or Coach,53.90537484,-1.362381873
134809,435523,433650,1,1,17-Feb-09,1713,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,79,Taxi,53.79772704,-1.460630686
134909,430878,434241,1,1,19-Feb-09,1130,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Bus or Coach,53.8033358,-1.53109675
135609,424367,435636,2,1,17-Feb-09,1350,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,13,Motorcycle,53.81622097,-1.629857652
136009,423899,431658,1,3,18-Feb-09,2350,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,15,Car,53.78048512,-1.637275252
136209,429953,430842,1,1,11-Feb-09,2115,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,45,Car,53.77283715,-1.545473375
137109,421895,432960,2,2,18-Feb-09,2210,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Car,53.79227679,-1.667597681
137209,436133,435569,2,1,27-Jan-09,840,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.81493413,-1.451143864
138709,432417,434825,1,1,19-Feb-09,1530,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,20,Bus or Coach,53.80849155,-1.507665427
139409,430457,437509,2,2,17-Feb-09,2058,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,16,Bus or Coach,53.83273566,-1.53716612
139509,443627,436483,1,1,20-Feb-09,1,2,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,44,Goods Vehicle,53.82257469,-1.337188898
139709,421731,435172,2,1,18-Feb-09,1035,4,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,34,Car,53.81216702,-1.669931311
140309,429433,437308,1,1,18-Feb-09,1120,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Car,53.83098796,-1.552745854
140609,428394,426110,2,1,19-Feb-09,1503,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,43,Car,53.73038936,-1.569564954
141609,427646,430384,2,4,21-Feb-09,1650,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,62,Car,53.76884787,-1.580521287
141909,433148,426326,2,1,06-Feb-09,830,3,Snow,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Female,32,Car,53.73205043,-1.497477004
142209,427632,430981,2,1,20-Feb-09,1715,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,Car,53.77421494,-1.580680229
