Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
8950,120096020,429132,432103,2,1,01/03/2012,1605,6,1,1,1,1,3,1,24,1,53.7842185768,-1.557812221
8951,120096972,428546,433926,2,1,01/03/2012,1800,3,1,7,1,1,3,2,41,9,53.8006375624,-1.56653778369
8952,120097190,430070,438644,2,1,01/03/2012,710,4,1,7,1,1,3,2,33,1,53.8429603431,-1.54293580077
8953,120097545,434788,428890,2,1,01/03/2012,1525,6,1,1,1,1,3,2,11,1,53.7549906705,-1.47232710871
8954,120099089,430758,434681,1,1,01/03/2012,1600,6,1,1,1,3,3,2,33,9,53.8072979437,-1.53287500241
8955,120096929,426835,438059,2,2,02/03/2012,725,3,1,7,1,1,3,2,54,9,53.837879161,-1.59215746915
8956,120096929,426835,438059,2,2,02/03/2012,725,3,1,7,1,1,3,1,53,1,53.837879161,-1.59215746915
8957,120097656,430780,438573,1,2,02/03/2012,1205,6,1,1,1,1,3,2,73,9,53.8422805578,-1.53215130278
8958,120097656,430780,438573,1,2,02/03/2012,1205,6,1,1,1,3,2,2,86,9,53.8422805578,-1.53215130278
8959,120098513,415297,442962,1,2,02/03/2012,1130,6,1,1,1,1,3,1,25,9,53.8824193689,-1.76726716629
8960,120098513,415297,442962,1,2,02/03/2012,1130,6,1,1,1,2,3,1,26,9,53.8824193689,-1.76726716629
8961,120098900,429060,431091,2,1,02/03/2012,1200,6,1,1,1,1,3,1,30,5,53.7751259624,-1.55900043834
8962,120098767,427457,435829,1,1,03/03/2012,735,4,2,1,1,1,3,1,25,9,53.81780179,-1.58290365283
8963,120099114,423091,437691,1,1,03/03/2012,1301,3,1,1,1,3,2,2,34,9,53.8347512037,-1.64908575063
8964,120099845,434544,434436,1,1,03/03/2012,2130,3,1,4,1,3,3,1,3,9,53.8048580323,-1.47540662207
8965,120101203,435675,434812,2,2,04/03/2012,1335,6,1,1,1,1,3,2,46,9,53.808161397,-1.45818824452
8966,120101203,435675,434812,2,2,04/03/2012,1335,6,1,1,1,1,3,1,28,9,53.808161397,-1.45818824452
8967,120117980,430688,424463,2,1,04/03/2012,1300,3,2,1,2,1,3,1,20,9,53.7154548158,-1.53495394895
8968,120101457,426095,429296,2,2,05/03/2012,740,1,1,1,1,1,3,1,43,9,53.7591480316,-1.60414630253
8969,120101457,426095,429296,2,2,05/03/2012,740,1,1,1,1,1,3,1,39,9,53.7591480316,-1.60414630253
8970,120101769,424613,435105,2,1,05/03/2012,1205,3,1,1,1,1,3,1,31,3,53.8114363332,-1.62616339828
8971,120101869,430197,429827,1,2,05/03/2012,1230,6,1,1,1,1,3,1,16,2,53.7636994578,-1.54187022687
8972,120101869,430197,429827,1,2,05/03/2012,1230,6,1,1,1,3,3,1,16,2,53.7636994578,-1.54187022687
8973,120102723,428449,429063,2,4,05/03/2012,2030,3,1,4,1,1,3,1,34,9,53.7569304078,-1.56845933447
8974,120102723,428449,429063,2,4,05/03/2012,2030,3,1,4,1,2,3,1,29,9,53.7569304078,-1.56845933447
8975,120102723,428449,429063,2,4,05/03/2012,2030,3,1,4,1,2,3,2,21,9,53.7569304078,-1.56845933447
8976,120102723,428449,429063,2,4,05/03/2012,2030,3,1,4,1,2,3,1,19,9,53.7569304078,-1.56845933447
8977,120102903,429220,426405,4,2,05/03/2012,1705,1,1,7,1,1,3,1,62,9,53.7329954442,-1.55701584697
8978,120102903,429220,426405,4,2,05/03/2012,1705,1,1,7,1,1,3,2,25,9,53.7329954442,-1.55701584697
8979,120103850,425681,426869,2,2,06/03/2012,1320,3,1,1,1,1,3,1,50,9,53.7373525926,-1.61062817003
8980,120103850,425681,426869,2,2,06/03/2012,1320,3,1,1,1,1,3,2,34,9,53.7373525926,-1.61062817003
8981,120104031,431648,434468,2,2,06/03/2012,1450,6,1,1,1,1,3,2,65,9,53.8053299544,-1.51938089321
8982,120104031,431648,434468,2,2,06/03/2012,1450,6,1,1,1,1,3,1,23,3,53.8053299544,-1.51938089321
8983,120104453,430145,432838,5,1,06/03/2012,1843,3,1,4,1,1,3,2,30,9,53.7907676186,-1.54236476832
8984,120104632,433872,434069,2,3,06/03/2012,2035,3,1,4,1,1,3,1,46,9,53.8016033992,-1.48565169114
8985,120104632,433872,434069,2,3,06/03/2012,2035,3,1,4,1,1,3,1,40,9,53.8016033992,-1.48565169114
8986,120104632,433872,434069,2,3,06/03/2012,2035,3,1,4,1,2,3,2,35,9,53.8016033992,-1.48565169114
8987,120104641,426226,428182,3,1,07/03/2012,238,4,1,7,1,1,3,1,28,9,53.7491278609,-1.60225373298
8988,120105418,427300,431071,2,2,07/03/2012,850,3,1,1,1,1,3,2,25,9,53.7750414434,-1.58571026679
8989,120105418,427300,431071,2,2,07/03/2012,850,3,1,1,1,2,3,2,3,9,53.7750414434,-1.58571026679
8990,120105803,428107,426258,2,2,07/03/2012,1515,3,1,1,1,1,3,2,44,9,53.7317352604,-1.57390210664
8991,120105803,428107,426258,2,2,07/03/2012,1515,3,1,1,1,1,3,1,14,1,53.7317352604,-1.57390210664
8992,120105847,423235,435597,2,2,07/03/2012,1330,6,1,1,1,1,3,2,33,9,53.8159222338,-1.64705566309
8993,120105847,423235,435597,2,2,07/03/2012,1330,6,1,1,1,1,3,1,42,9,53.8159222338,-1.64705566309
8994,120106091,425232,437874,2,2,07/03/2012,2000,3,1,4,1,1,3,1,38,9,53.8362965763,-1.61653468599
8995,120106091,425232,437874,2,2,07/03/2012,2000,3,1,4,1,2,3,1,34,9,53.8362965763,-1.61653468599
8996,120107370,430894,434249,2,2,08/03/2012,1540,6,1,1,1,1,3,1,32,9,53.8034067637,-1.53085298528
8997,120107370,430894,434249,2,2,08/03/2012,1540,6,1,1,1,2,3,1,23,9,53.8034067637,-1.53085298528
8998,120107710,432524,427550,2,2,08/03/2012,1615,3,1,1,1,1,2,2,28,9,53.7430919807,-1.50680765477
8999,120107710,432524,427550,2,2,08/03/2012,1615,3,1,1,1,1,3,1,24,9,53.7430919807,-1.50680765477
9000,120108332,414126,442719,1,1,09/03/2012,737,6,2,1,1,1,3,1,22,9,53.8802683012,-1.78509414546
9001,120108794,423916,434308,1,1,09/03/2012,1135,6,1,1,1,3,1,2,76,21,53.8043047711,-1.63681152974
9002,120109359,417382,441515,2,1,09/03/2012,1,6,2,7,1,2,3,1,74,9,53.8693468868,-1.73562779443
9003,120109640,429546,433967,2,2,09/03/2012,1400,6,1,1,1,1,3,1,44,9,53.8009502621,-1.55134966185
9004,120109640,429546,433967,2,2,09/03/2012,1400,6,1,1,1,2,3,2,45,9,53.8009502621,-1.55134966185
9005,120109820,429026,432292,1,1,09/03/2012,1940,6,1,4,1,3,1,1,79,9,53.7859233757,-1.55940331921
9006,120112994,441998,430356,2,1,09/03/2012,840,6,1,1,1,2,3,2,50,11,53.7676365709,-1.36277140522
9007,120111002,432252,435276,1,1,10/03/2012,1540,6,1,1,1,3,3,1,3,90,53.8125556935,-1.51012400587
9008,120111744,433055,434005,1,1,10/03/2012,1605,3,1,1,1,2,3,2,71,11,53.8010806847,-1.49806422361
9009,120111866,423317,443453,2,1,10/03/2012,1540,3,1,1,1,1,3,1,26,1,53.8865342682,-1.64521341199
9010,120112532,428268,429610,2,1,10/03/2012,1525,3,1,1,1,2,3,2,31,5,53.7618571437,-1.57115473554
9011,120111519,427238,430509,1,2,11/03/2012,110,6,1,7,1,1,3,1,27,9,53.7699929752,-1.58670074419
9012,120111519,427238,430509,1,2,11/03/2012,110,6,1,7,1,2,3,1,47,9,53.7699929752,-1.58670074419
9013,120112329,428629,436975,2,1,11/03/2012,1545,4,1,1,1,1,3,1,44,1,53.8280396368,-1.56499379212
9014,120112530,429973,432674,1,1,11/03/2012,1945,3,1,4,1,1,2,1,49,5,53.7893034006,-1.54499178489
9015,120112938,427521,434862,2,1,12/03/2012,825,6,1,1,1,1,3,1,38,1,53.8091062842,-1.58201795428
9016,120115588,429582,434768,2,1,12/03/2012,1130,3,1,1,1,1,3,1,20,1,53.8081481861,-1.5507260607
9017,120114466,415842,441808,1,3,13/03/2012,100,6,1,6,1,2,2,1,32,9,53.8720299159,-1.7590351074
9018,120114466,415842,441808,1,3,13/03/2012,100,6,1,6,1,2,3,1,31,9,53.8720299159,-1.7590351074
9019,120114466,415842,441808,1,3,13/03/2012,100,6,1,6,1,2,3,1,27,9,53.8720299159,-1.7590351074
9020,120114938,424274,438221,1,1,13/03/2012,840,6,1,1,1,3,3,2,48,9,53.8394613246,-1.63106621264
9021,120114940,436736,436312,2,4,13/03/2012,935,6,1,1,1,2,3,1,5,9,53.8215703712,-1.44189610601
9022,120114940,436736,436312,2,4,13/03/2012,935,6,1,1,1,1,3,2,27,9,53.8215703712,-1.44189610601
9023,120114940,436736,436312,2,4,13/03/2012,935,6,1,1,1,1,3,1,60,9,53.8215703712,-1.44189610601
9024,120114940,436736,436312,2,4,13/03/2012,935,6,1,1,1,2,3,2,3,9,53.8215703712,-1.44189610601
9025,120116245,432096,435458,2,1,13/03/2012,1114,4,1,1,1,2,3,1,29,9,53.8142012834,-1.51247441261
9026,120117575,419760,440709,2,1,14/03/2012,1725,6,1,7,1,1,2,1,10,1,53.8620168138,-1.69951195025
9027,120118631,431965,435837,3,1,14/03/2012,1500,4,1,1,1,1,3,1,60,9,53.8176160571,-1.51442479414
9028,120121914,434892,433275,2,1,14/03/2012,1930,6,1,4,1,1,2,1,26,3,53.7943990077,-1.47025360275
9029,120117988,428979,433467,1,1,15/03/2012,125,3,1,7,1,1,3,2,26,9,53.7964877855,-1.56000621382
9030,120118536,430090,431402,2,1,15/03/2012,1015,3,1,1,1,1,2,2,42,1,53.77786296,-1.54333988206
9031,120118778,435709,436958,1,1,15/03/2012,1220,3,1,1,1,3,1,2,24,21,53.8274485564,-1.45742278467
9032,120118904,431018,433510,2,3,15/03/2012,1340,3,1,1,1,1,3,1,72,9,53.79675673,-1.52904446437
9033,120118904,431018,433510,2,3,15/03/2012,1340,3,1,1,1,1,3,2,40,9,53.79675673,-1.52904446437
9034,120118904,431018,433510,2,3,15/03/2012,1340,3,1,1,1,2,3,2,71,9,53.79675673,-1.52904446437
9035,120119091,427896,436193,2,1,15/03/2012,1435,3,1,1,1,1,3,1,34,1,53.8210503176,-1.5762020379
9036,120119380,428442,425423,2,1,15/03/2012,1845,6,1,4,1,1,3,1,16,2,53.7242113959,-1.56890050049
9037,120119409,434932,434931,1,1,15/03/2012,1648,6,1,1,1,3,3,2,7,9,53.8092814813,-1.46945846467
9038,120120080,430630,434222,1,1,15/03/2012,1110,6,1,1,1,2,3,2,36,11,53.8031796824,-1.53486455003
9039,120120136,428462,431345,2,2,16/03/2012,958,3,1,1,1,1,3,2,46,9,53.7774421481,-1.56805164846
9040,120120136,428462,431345,2,2,16/03/2012,958,3,1,1,1,2,3,2,22,9,53.7774421481,-1.56805164846
9041,120120747,423272,433893,4,6,16/03/2012,1405,6,1,1,1,1,2,1,20,9,53.8006036186,-1.64662247535
